7126
HRA1	99304	99867	99696	1	1	58
YAL025C	100224	101144	99867	2	1	59
YAL024C	101564	105871	101144	2	1	60
YAL023C	106271	108550	105871	2	1	61
YAL022C	108876	110429	108550	2	1	62
YAL021C	110845	113358	110429	2	1	63
YAL020C	113613	114614	113358	2	1	64
YAL019W-A	114249	114818	114614	1	1	65
YAL019W	114918	118313	114818	1	1	66
YAL018C	118563	119540	118313	2	1	67
YAL017W	120224	124294	119540	1	1	68
YAL016C-B	124306	124491	124294	2	1	69
YAL016C-A	124754	125068	124491	2	1	70
YAL016W	124878	126785	125068	1	1	71
YAL015C	126902	128101	126785	2	1	72
YAL014C	128251	129018	128101	2	1	73
YAL013W	129269	130486	129018	1	1	74
YAL012W	130798	131982	130486	1	1	75
YAL011W	132198	134075	131982	1	1	76
YAL010C	134183	135664	134075	2	1	77
YAL009W	135853	136632	135664	1	1	78
YAL008W	136913	137509	136632	1	1	79
YAL007C	137697	138344	137509	2	1	80
tP(UGG)A	139151	139253	138344	1	2	81
YAL005C	139502	141430	139253	2	1	83
YAL004W	140759	141406	141430	1	1	84
YAL003W	142173	143159	141430	1	2	85
snR18	142366	142467	143159	1	1	87
YAL002W	143706	147530	143159	1	1	88
YAL001C	147593	151165	147530	2	2	89
YAR002W	152256	153875	151165	1	1	91
YAR002C-A	154064	154723	153875	2	1	92
YAR003W	155004	156284	154723	1	1	93
YAR007C	156753	158618	156284	2	1	94
YAR008W	158965	159792	158618	1	1	95
YAR009C	160596	164186	159792	2	1	96
YAR010C	164543	165865	164186	2	1	97
tA(UGC)A	166266	166338	165865	1	1	98
YAR014C	166741	168870	166338	2	1	99
YAR015W	169374	170294	168870	1	1	100
YAR018C	170395	171702	170294	2	1	101
YAR019C	172210	175134	171702	2	1	102
YAR019W-A	174997	175329	175134	1	1	103
YAR020C	176855	177022	175329	2	1	104
YAR023C	179280	179819	177022	2	1	105
tL(CAA)A	181140	181253	179819	1	2	106
tS(AGA)A	182521	182602	181253	2	1	108
YAR027W	183769	184476	182602	1	1	109
YAR028W	184891	185595	184476	1	1	110
YAR029W	186320	186544	185595	1	1	111
YAR030C	186511	186852	186544	2	1	112
YAR031W	186835	187731	186852	1	1	113
YAR033W	188106	188810	187731	1	1	114
YAR035W	190192	192255	188810	1	1	115
YAR035C-A	192336	192416	192255	2	1	116
YAR042W	192618	196184	192416	1	1	117
YAR047C	201466	201786	196184	2	1	118
YAR050W	203402	208015	201786	1	1	119
YAR053W	208366	208662	208015	1	1	120
YAR060C	217156	217491	208662	2	1	121
YAR061W	218139	218342	217491	1	1	122
YAR062W	218548	219144	218342	1	1	123
YAR064W	220197	220496	219144	1	1	124
YAR066W	221048	221659	220496	1	1	125
YAR068W	222405	222890	221659	1	1	126
YAR069C	224010	224303	222890	2	1	127
YAR070C	224562	224861	224303	2	1	128
YAR071W	225459	226862	224861	1	1	129
YAR073W	227741	228952	226862	1	1	130
YAR075W	228843	229316	228952	1	1	131
YBL113C	262423	264801	229316	2	1	132
YBL113W-A	262789	263271	264801	1	1	133
YBL112C	264725	265042	264801	2	1	134
YBL111C	265050	267152	265042	2	2	135
YBL109W	267933	268268	267152	1	1	137
YBL108C-A	269748	269876	268268	2	1	138
YBL108W	270320	270625	269876	1	1	139
YBL107W-A	271411	271515	270625	1	1	140
tL(UAA)B1	271726	271809	271515	1	1	141
YBL107C	272104	272694	271809	2	1	142
YBL106C	272990	276022	272694	2	1	143
YBL105C	276384	279839	276022	2	1	144
YBL104C	280320	283436	279839	2	1	145
YBL103C	284219	285679	283436	2	1	146
YBL102W	286241	286888	285679	1	1	147
YBL101C	287089	290442	286888	2	1	148
YBL100W-C	290570	290689	290442	1	1	149
YBL100W-A	292078	293394	290689	1	1	150
YBL100W-B	292078	297391	293394	1	2	151
tF(GAA)B	298541	298631	297391	1	2	153
YBL100C	299132	299446	298631	2	1	155
YBL099W	299196	300833	299446	1	1	156
YBL098W	301288	302670	300833	1	1	157
YBL097W	302974	305238	302670	1	1	158
YBL096C	305317	305625	305238	2	1	159
YBL095W	305420	306232	305625	1	1	160
YBL094C	305908	306240	306232	2	1	161
YBL093C	306399	307061	306240	2	1	162
YBL092W	308121	308513	307061	1	1	163
YBL091C-A	308708	309323	308513	2	2	164
YBL091C	309506	310771	309323	2	1	166
YBL090W	310968	311501	310771	1	1	167
YBL089W	311717	313096	311501	1	1	168
YBL088C	313162	321525	313096	2	1	169
YBL087C	321965	322882	321525	2	2	170
YBL086C	323345	324745	322882	2	1	172
YBL085W	326019	328961	324745	1	1	173
YBL084C	329312	331588	328961	2	1	174
YBL083C	331856	332281	331588	2	1	175
YBL082C	331894	333270	332281	2	1	176
YBL081W	334009	335115	333270	1	1	177
YBL080C	335213	336838	335115	2	1	178
YBL079W	337402	341910	336838	1	1	179
YBL078C	342521	342874	341910	2	1	180
YBL077W	343040	343471	342874	1	1	181
YBL076C	343186	346404	343471	2	1	182
YBL075C	346642	348591	346404	2	1	183
YBL074C	348865	349932	348591	2	1	184
YBL073W	349789	350100	349932	1	1	185
snR56	350333	350420	350100	1	1	186
YBL072C	350666	351268	350420	2	1	187
YBL071C-B	351601	351699	351268	2	1	188
YBL071W-A	352121	352369	351699	1	1	189
YBL071C	352366	352674	352369	2	1	190
YBL070C	352748	353068	352674	2	1	191
YBL069W	352884	354173	353068	1	1	192
YBL068W-A	353937	354173	354173	1	1	193
YBL068W	354557	355537	354173	1	1	194
YBL067C	355782	358025	355537	2	1	195
YBL066C	358812	362258	358025	2	1	196
YBL065W	362106	362450	362258	1	1	197
YBL064C	362514	363299	362450	2	1	198
YBL063W	364029	367364	363299	1	1	199
YBL062W	367451	367831	367364	1	1	200
YBL061C	367459	369549	367831	2	1	201
YBL060W	370075	372138	369549	1	1	202
YBL059C-A	372268	372682	372138	2	2	203
YBL059W	372737	373387	372682	1	2	205
YBL058W	373580	374851	373387	1	1	207
YBL057C	374944	375570	374851	2	1	208
YBL056W	375905	377311	375570	1	1	209
YBL055C	377716	378972	377311	2	1	210
YBL054W	379732	381309	378972	1	1	211
YBL053W	381478	381852	381309	1	1	212
YBL052C	381522	384017	381852	2	1	213
YBL051C	384896	386902	384017	2	1	214
YBL050W	387268	388262	386902	1	2	215
YBL049W	388971	389387	388262	1	1	217
YBL048W	389442	389753	389387	1	1	218
YBL047C	390038	394183	389753	2	1	219
YBL046W	394567	395892	394183	1	1	220
YBL045C	396286	397659	395892	2	1	221
YBL044W	398141	398509	397659	1	1	222
YBL043W	398831	399604	398509	1	1	223
YBL042C	400484	402403	399604	2	1	224
YBL041W	403390	404115	402403	1	1	225
YBL040C	404255	405011	404115	2	2	226
YBL039W-B	405536	405715	405011	1	1	228
YBL039C	406132	407871	405715	2	1	229
YBL039C-A	407091	407174	407871	2	1	230
YBL038W	408330	409028	407871	1	1	231
YBL037W	409352	412429	409028	1	1	232
YBL036C	412590	413363	412429	2	1	233
YBL035C	413636	415753	413363	2	1	234
YBL034C	415991	420532	415753	2	1	235
YBL033C	420799	421836	420532	2	1	236
YBL032W	422327	423472	421836	1	1	237
YBL031W	423842	424858	423472	1	1	238
YBL030C	425184	426140	424858	2	1	239
YBL029C-A	426631	426915	426140	2	1	240
YBL029W	428277	429407	426915	1	1	241
YBL028C	429661	429981	429407	2	1	242
YBL027W	430566	431519	429981	1	2	243
YBL026W	432766	433181	431519	1	2	245
YBL025W	433624	434061	433181	1	1	247
YBL024W	434677	436731	434061	1	1	248
YBL023C	437063	439669	436731	2	1	249
YBL022C	440017	443418	439669	2	1	250
YBL021C	443803	444237	443418	2	1	251
YBL020W	444544	446268	444237	1	1	252
YBL019W	446496	448058	446268	1	1	253
YBL018C	448141	448617	448058	2	2	254
YBL017C	448987	453726	448617	2	1	256
YBL016W	454594	455655	453726	1	1	257
YBL015W	456265	457845	455655	1	1	258
tI(AAU)B	459637	459710	457845	1	1	259
tG(GCC)B	459772	459842	459710	2	1	260
YBL014C	461207	463891	459842	2	1	261
YBL013W	464199	465404	463891	1	1	262
YBL012C	465549	465950	465404	2	1	263
YBL011W	465681	467960	465950	1	1	264
YBL010C	468250	469092	467960	2	1	265
YBL009W	469337	471367	469092	1	1	266
YBL008W-A	471552	471791	471367	1	1	267
YBL008W	471796	474318	471791	1	1	268
YBL007C	474775	478509	474318	2	1	269
YBL006C	478730	479272	478509	2	1	270
YBL006W-A	478854	479003	479272	1	1	271
YBL005W	479613	482543	479272	1	1	272
YBL005W-A	483473	484795	482543	1	1	273
YBL005W-B	483473	488741	484795	1	2	274
tS(AGA)B	489218	489299	488741	1	1	276
YBL004W	489779	497260	489299	1	1	277
YBL003C	497537	497935	497260	2	1	278
YBL002W	498635	499030	497935	1	1	279
YBL001C	499296	499610	499030	2	1	280
YBR001C	501084	503426	499610	2	1	281
YBR002C	503851	504711	503426	2	1	282
YBR003W	504952	506373	504711	1	1	283
YBR004C	506509	507810	506373	2	1	284
YBR005W	508049	508690	507810	1	1	285
YBR006W	509153	510646	508690	1	1	286
YBR007C	510949	513159	510646	2	1	287
YBR008C	514706	516352	513159	2	1	288
YBR009C	517516	517827	516352	2	1	289
YBR010W	518474	518884	517827	1	1	290
YBR011C	519255	520118	518884	2	1	291
YBR012C	521290	521709	520118	2	1	292
YBR012W-A	522012	523334	521709	1	1	293
YBR012W-B	522012	527283	523334	1	2	294
YBR013C	527635	528024	527283	2	1	296
tT(AGU)B	528521	528593	528024	1	1	297
YBR014C	528868	529479	528593	2	1	298
YBR015C	529853	531646	529479	2	1	299
YBR016W	532390	532776	531646	1	1	300
YBR017C	533090	535846	532776	2	1	301
YBR018C	536570	537670	535846	2	1	302
YBR019C	538396	540495	537670	2	1	303
YBR020W	541164	542750	540495	1	1	304
YBR021W	543586	545487	542750	1	1	305
YBR022W	545881	546414	545487	1	1	306
YBR023C	546571	550068	546414	2	1	307
YBR024W	551588	552493	550068	1	1	308
YBR025C	552824	554008	552493	2	1	309
YBR026C	555020	556162	554008	2	1	310
YBR027C	556167	556499	556162	2	1	311
YBR028C	556568	558145	556499	2	1	312
YBR029C	558512	559885	558145	2	1	313
YBR030W	560435	562093	559885	1	1	314
YBR031W	562309	563397	562093	1	1	315
YBR032W	563662	563964	563397	1	1	316
YBR033W	564087	566846	563964	1	1	317
YBR034C	567073	568119	566846	2	1	318
YBR035C	568412	569098	568119	2	1	319
snR161	569328	569488	569098	2	1	320
TLC1	569730	571030	569488	1	1	321
YBR036C	571224	572456	571030	2	1	322
YBR037C	572708	573595	572456	2	1	323
YBR038W	574041	576932	573595	1	1	324
YBR039W	577718	578653	576932	1	1	325
YBR040W	579111	580007	578653	1	1	326
YBR041W	580409	582418	580007	1	1	327
YBR042C	582559	583752	582418	2	1	328
YBR043C	584019	586088	583752	2	1	329
YBR044C	586484	588202	586088	2	1	330
tV(UAC)B	588935	589008	588202	2	1	331
YBR045C	590316	592235	589008	2	1	332
YBR046C	592650	593654	592235	2	1	333
YBR047W	593976	594503	593654	1	1	334
YBR048W	594974	595955	594503	1	2	335
YBR049C	596529	598961	595955	2	1	337
YBR050C	599326	600342	598961	2	1	338
YBR051W	600131	600481	600342	1	1	339
YBR052C	600863	601495	600481	2	1	340
YBR053C	601818	602894	601495	2	1	341
YBR054W	605244	606278	602894	1	1	342
YBR055C	606745	609444	606278	2	1	343
tL(UAA)B2	609746	609829	609444	1	1	344
YBR056W	610022	611527	609829	1	1	345
tQ(UUG)B	612970	613041	611527	1	1	346
YBR056W-A	613398	613598	613041	1	1	347
YBR056C-B	613436	613594	613598	2	1	348
YBR057C	614336	615436	613598	2	1	349
YBR058C	615815	618160	615436	2	1	350
YBR058C-A	618467	618709	618160	2	1	351
YBR059C	619004	622330	618709	2	1	352
YBR060C	622795	624657	622330	2	1	353
YBR061C	626930	627862	624657	2	1	354
YBR062C	628119	628743	627862	2	2	355
YBR063C	629113	630327	628743	2	1	357
YBR064W	629906	630334	630327	1	1	358
YBR065C	630727	631821	630334	2	1	359
YBR066C	632180	632842	631821	2	1	360
YBR067C	634246	634878	632842	2	1	361
YBR068C	636004	637833	634878	2	1	362
YBR069C	638717	640576	637833	2	1	363
YBR070C	641364	642077	640576	2	1	364
YBR071W	642554	643189	642077	1	1	365
YBR072W	644173	644817	643189	1	1	366
YBR072C-A	645003	645164	644817	2	1	367
YBR073W	645255	648131	645164	1	1	368
YBR074W	648429	651359	648131	1	1	369
YBR076W	652370	653434	651359	1	1	370
YBR076C-A	653494	653760	653434	2	1	371
YBR077C	653948	654436	653760	2	1	372
YBR078W	655266	656885	654436	1	2	373
YBR079C	657526	660420	656885	2	1	375
YBR080C	660757	663033	660420	2	1	376
YBR081C	663396	667394	663033	2	1	377
tR(UCU)B	668021	668092	667394	1	1	378
tD(GUC)B	668103	668174	668092	1	1	379
YBR082C	668771	669312	668174	2	2	380
YBR083W	671312	672772	669312	1	1	382
YBR084W	673197	676124	672772	1	1	383
YBR084C-A	676329	677404	676124	2	2	384
YBR085W	678126	679049	677404	1	1	386
YBR085C-A	681050	681307	679049	2	1	387
YBR086C	682344	685184	681307	2	1	388
YBR087W	685908	686972	685184	1	1	389
YBR088C	687133	687909	686972	2	1	390
YBR089W	687326	687925	687909	1	1	391
YBR089C-A	688333	688632	687925	2	1	392
YBR090C	688476	689201	688632	2	2	393
YBR091C	689298	689627	689201	2	1	395
YBR092C	689841	691244	689627	2	1	396
YBR093C	691691	693094	691244	2	1	397
YBR094W	694179	696440	693094	1	1	398
YBR095C	696549	697841	696440	2	1	399
YBR096W	698164	698856	697841	1	1	400
YBR097W	699094	703458	698856	1	1	401
YBR098W	703658	705733	703458	1	1	402
YBR099C	705067	705450	705733	2	1	403
YBR101C	705964	706836	705733	2	1	404
YBR102C	707205	709466	706836	2	1	405
YBR103W	709852	711459	709466	1	1	406
YBR103C-A	711463	711606	711459	2	1	407
YBR104W	711810	712799	711606	1	1	408
YBR105C	713024	714112	712799	2	1	409
YBR106W	714801	715367	714112	1	1	410
YBR107C	715936	716673	715367	2	1	411
YBR108W	716965	719808	716673	1	1	412
YBR109C	720062	720505	719808	2	1	413
YBR109W-A	720751	720975	720505	1	1	414
YBR110W	721015	722364	720975	1	1	415
YBR111C	723321	724016	722364	2	1	416
YBR111W-A	724282	724722	724016	1	3	417
YBR112C	725013	727913	724722	2	1	420
YBR113W	727709	728191	727913	1	1	421
YBR114W	729391	731763	728191	1	1	422
YBR115C	731891	736069	731763	2	1	423
YBR116C	736342	736869	736069	2	1	424
YBR117C	736535	738580	736869	2	1	425
YBR118W	739814	741190	738580	1	1	426
YBR119W	741481	742466	741190	1	2	427
YBR120C	742578	743066	742466	2	1	429
YBR121C	743507	745510	743066	2	1	430
YBR121C-A	744469	744627	745510	2	1	431
YBR122C	746113	746646	745510	2	1	432
YBR123C	746885	748834	746646	2	1	433
YBR124W	748650	749009	748834	1	1	434
YBR125C	749342	750523	749009	2	1	435
YBR126C	751048	752535	750523	2	1	436
YBR126W-A	752993	753199	752535	1	1	437
YBR126W-B	753070	753213	753199	1	1	438
YBR127C	753412	754965	753213	2	1	439
YBR128C	755224	756258	754965	2	1	440
YBR129C	756496	757482	756258	2	1	441
YBR130C	757735	759012	757482	2	1	442
YBR131W	759306	761420	759012	1	1	443
YBR131C-A	759793	759882	761420	2	1	444
YBR132C	761795	763585	761420	2	1	445
YBR133C	763947	766430	763585	2	1	446
YBR134W	766386	766787	766430	1	1	447
YBR135W	766997	767449	766787	1	1	448
YBR136W	767811	774917	767449	1	1	449
YBR137W	775187	775726	774917	1	1	450
YBR138C	775905	777479	775726	2	1	451
YBR139W	777807	779333	777479	1	1	452
YBR140C	779493	788771	779333	2	1	453
YBR141C	789168	790181	788771	2	1	454
YBR141W-A	789310	789405	790181	1	1	455
YBR142W	790460	792781	790181	1	1	456
YBR143C	793012	794325	792781	2	1	457
YBR144C	795378	795692	794325	2	1	458
YBR145W	795905	796960	795692	1	1	459
YBR146W	797403	798239	796960	1	1	460
YBR147W	798718	799608	798239	1	1	461
YBR148W	800019	801848	799608	1	1	462
YBR149W	802130	803164	801848	1	1	463
YBR150C	803352	806636	803164	2	1	464
YBR151W	807171	808121	806636	1	1	465
YBR152W	808519	809394	808121	1	1	466
YBR153W	809603	810337	809394	1	1	467
YBR154C	810505	811152	810337	2	1	468
YBR155W	811914	813071	811152	1	1	469
YBR156C	813247	815343	813071	2	1	470
YBR157C	815686	816453	815343	2	1	471
YBR158W	818692	820341	816453	1	1	472
YBR159W	820828	821871	820341	1	1	473
YBR160W	822221	823117	821871	1	1	474
YBR161W	823777	824907	823117	1	1	475
YBR162C	825346	826713	824907	2	1	476
YBR162W-A	827374	827571	826713	1	1	477
YBR163W	827866	829623	827571	1	1	478
YBR164C	830018	830569	829623	2	1	479
YBR165W	830995	831828	830569	1	1	480
YBR166C	831985	833343	831828	2	1	481
YBR167C	833611	834033	833343	2	1	482
YBR168W	834514	835755	834033	1	1	483
YBR169C	836058	838139	835755	2	1	484
YBR170C	838487	840229	838139	2	1	485
YBR171W	840507	841127	840229	1	1	486
YBR172C	841293	843515	841127	2	1	487
YBR173C	843869	844315	843515	2	1	488
YBR174C	844481	844795	844315	2	1	489
YBR175W	844551	845498	844795	1	1	490
YBR176W	845863	846801	845498	1	1	491
YBR177C	846950	848305	846801	2	1	492
YBR178W	848214	848588	848305	1	1	493
YBR179C	848690	851257	848588	2	1	494
YBR180W	851884	853602	851257	1	1	495
YBR181C	853855	854917	853602	2	2	496
YBR182C	855649	857007	854917	2	1	498
YBR182C-A	857504	857698	857007	2	1	499
YBR183W	858258	859208	857698	1	1	500
YBR184W	859506	861077	859208	1	1	501
YBR185C	861266	862102	861077	2	1	502
YBR186W	862696	864503	862102	1	2	503
YBR187W	864777	865619	864503	1	1	505
YBR188C	865828	866250	865619	2	1	506
YBR189W	866651	867651	866250	1	2	507
YBR190W	868109	868420	867651	1	1	509
YBR191W	868413	869283	868420	1	2	510
YBR191W-A	869292	869366	869283	1	1	512
YBR192W	869795	870928	869366	1	1	513
YBR193C	871225	871896	870928	2	1	514
YBR194W	872181	872552	871896	1	1	515
YBR195C	872757	874025	872552	2	1	516
YBR196C	874379	876043	874025	2	1	517
YBR196C-A	876167	876316	876043	2	1	518
YBR196C-B	876669	876773	876316	2	1	519
YBR197C	877346	877999	876773	2	1	520
YBR198C	878270	880666	877999	2	1	521
YBR199W	881052	882446	880666	1	1	522
YBR200W	883015	884670	882446	1	1	523
YBR200W-A	885126	885290	884670	1	1	524
YBR201W	885719	886354	885290	1	1	525
YBR201C-A	886636	886839	886354	2	1	526
YBR202W	887915	890452	886839	1	1	527
YBR203W	891311	894085	890452	1	1	528
YBR204C	894397	895524	894085	2	1	529
YBR205W	895765	896979	895524	1	1	530
YBR206W	896744	897067	896979	1	1	531
YBR207W	897289	898686	897067	1	1	532
YBR208C	898846	904353	898686	2	1	533
YBR209W	904726	905043	904353	1	1	534
tC(GCA)B	905150	905221	905043	2	1	535
tE(UUC)B	907310	907381	905221	1	1	536
YBR210W	907693	908121	907381	1	1	537
YBR211C	908301	909275	908121	2	1	538
YBR212W	910029	912047	909275	1	1	539
YBR213W	912511	913335	912047	1	1	540
YBR214W	913558	915141	913335	1	1	541
YBR215W	915499	917460	915141	1	2	542
YBR216C	917719	919743	917460	2	1	544
YBR217W	919975	920535	919743	1	1	545
YBR218C	920850	924392	920535	2	1	546
YBR219C	924642	925446	924392	2	2	547
YBR220C	925138	926820	925446	2	1	549
YBR221C	927296	928396	926820	2	1	550
YBR221W-A	928681	928785	928396	1	1	551
YBR222C	928863	930494	928785	2	1	552
YBR223C	930806	932440	930494	2	1	553
YBR223W-A	930864	930983	932440	1	1	554
YBR224W	932268	932783	932440	1	1	555
YBR225W	932770	935472	932783	1	1	556
YBR226C	935298	935708	935472	2	1	557
YBR227C	935715	937277	935708	2	1	558
YBR228W	937456	938370	937277	1	1	559
YBR229C	938500	941364	938370	2	1	560
YBR230C	941692	942193	941364	2	2	561
YBR230W-A	942505	942705	942193	1	1	563
LSR1	942831	944005	942705	2	1	564
YBR231C	944322	945233	944005	2	1	565
YBR232C	945516	945875	945233	2	1	566
YBR233W	945571	946812	945875	1	1	567
YBR233W-A	947120	947404	946812	1	1	568
YBR234C	947581	948735	947404	2	1	569
YBR235W	949044	952406	948735	1	1	570
YBR236C	952526	953836	952406	2	1	571
YBR237W	954112	956661	953836	1	1	572
YBR238C	957250	959445	956661	2	1	573
YBR239C	960497	962086	959445	2	1	574
YBR240C	962633	963985	962086	2	1	575
YBR241C	964732	966198	963985	2	1	576
YBR242W	966813	967529	966198	1	1	577
YBR243C	967590	968936	967529	2	1	578
YBR244W	969671	970159	968936	1	1	579
YBR245C	970293	973682	970159	2	1	580
YBR246W	973734	974897	973682	1	1	581
YBR247C	975147	976598	974897	2	1	582
YBR248C	976950	978608	976598	2	1	583
YBR249C	979025	980137	978608	2	1	584
YBR250W	981176	982747	980137	1	1	585
YBR251W	983533	984456	982747	1	1	586
YBR252W	984754	985197	984456	1	1	587
YBR253W	985413	985778	985197	1	1	588
YBR254C	985879	986406	985778	2	1	589
YBR255W	986599	988683	986406	1	1	590
YBR255C-A	988761	989217	988683	2	2	591
YBR256C	989529	990245	989217	2	1	593
YBR257W	991028	991867	990245	1	1	594
YBR258C	991877	992305	991867	2	1	595
YBR259W	992530	994596	992305	1	1	596
YBR260C	994782	996782	994596	2	1	597
YBR261C	996975	997673	996782	2	1	598
YBR262C	997863	998183	997673	2	1	599
YBR263W	998407	999879	998183	1	1	600
YBR264C	999913	1000512	999879	2	1	601
YBR265W	1000725	1001687	1000512	1	1	602
YBR267W	1001984	1003165	1001687	1	1	603
YBR266C	1002079	1002531	1003165	2	1	604
YBR268W	1003442	1003759	1003165	1	1	605
YBR269C	1004303	1004719	1003759	2	1	606
YBR270C	1004904	1006541	1004719	2	1	607
YBR271W	1006995	1008254	1006541	1	1	608
YBR272C	1008504	1009946	1008254	2	1	609
YBR273C	1010204	1011514	1009946	2	1	610
YBR274W	1011737	1013320	1011514	1	1	611
YBR275C	1013499	1019249	1013320	2	1	612
YBR276C	1019763	1022186	1019249	2	1	613
YBR277C	1022358	1022759	1022186	2	1	614
YBR278W	1022437	1023042	1022759	1	1	615
YBR279W	1023400	1024737	1023042	1	1	616
YBR280C	1024927	1026840	1024737	2	1	617
YBR281C	1027113	1029749	1026840	2	1	618
YBR282W	1030383	1030823	1029749	1	1	619
YBR283C	1031086	1032558	1030823	2	1	620
YBR284W	1033382	1035775	1032558	1	1	621
YBR285W	1036065	1036499	1035775	1	1	622
YBR286W	1036843	1038456	1036499	1	1	623
YBR287W	1038714	1039997	1038456	1	1	624
YBR288C	1040155	1041606	1039997	2	1	625
YBR289W	1041810	1044527	1041606	1	1	626
YBR290W	1044734	1045699	1044527	1	1	627
YBR291C	1045816	1046715	1045699	2	1	628
YBR292C	1046845	1047216	1046715	2	1	629
YBR293W	1049149	1050573	1047216	1	1	630
YBR294W	1051378	1053957	1050573	1	1	631
YBR295W	1054992	1058642	1053957	1	1	632
YBR296C	1058941	1060665	1058642	2	1	633
YBR296C-A	1062266	1062385	1060665	2	1	634
YBR297W	1062666	1064072	1062385	1	1	635
YBR298C	1064774	1066618	1064072	2	1	636
YBR298C-A	1067178	1067399	1066618	2	1	637
YBR299W	1067494	1069248	1067399	1	1	638
YBR300C	1070743	1071240	1069248	2	1	639
YBR301W	1071200	1071562	1071240	1	1	640
YBR302C	1072483	1073622	1071562	2	1	641
YCL076W	1312111	1312854	1073622	1	1	642
YCL075W	1312845	1313285	1312854	1	1	643
YCL074W	1313543	1314469	1313285	1	1	644
YCL073C	1317198	1319045	1314469	2	1	645
YCL069W	1320425	1321801	1319045	1	1	646
YCL068C	1322222	1323004	1321801	2	1	647
YCL067C	1323105	1323737	1323004	2	1	648
YCL066W	1324001	1324528	1323737	1	1	649
YCL065W	1324470	1324838	1324528	1	1	650
YCL064C	1326517	1327599	1324838	2	1	651
YCL063W	1328009	1329280	1327599	1	1	652
YCL061C	1329535	1332825	1329280	2	1	653
YCL059C	1333148	1334098	1332825	2	1	654
YCL058C	1334242	1334700	1334098	2	1	655
YCL058W-A	1334303	1334644	1334700	1	1	656
YCL057C-A	1334751	1335044	1334700	2	1	657
YCL057W	1335487	1337625	1335044	1	1	658
YCL056C	1337644	1338078	1337625	2	1	659
YCL055W	1338648	1339655	1338078	1	1	660
YCL054W	1342168	1344693	1339655	1	1	661
YCL052C	1344862	1346112	1344693	2	1	662
YCL051W	1346584	1348335	1346112	1	1	663
YCL050C	1348555	1349520	1348335	2	1	664
YCL049C	1350505	1351443	1349520	2	1	665
YCL048W-A	1352207	1352446	1351443	1	1	666
YCL048W	1352884	1354275	1352446	1	1	667
YCL047C	1354380	1355156	1354275	2	1	668
YCL045C	1355342	1357624	1355156	2	1	669
YCL046W	1357359	1357682	1357624	1	1	670
YCL044C	1357830	1359083	1357682	2	1	671
YCL043C	1359372	1360940	1359083	2	1	672
YCL041C	1360852	1361346	1360940	2	1	673
YCL042W	1361303	1361662	1361346	1	1	674
YCL040W	1361557	1363059	1361662	1	1	675
YCL039W	1363364	1365601	1363059	1	1	676
YCL038C	1365660	1367246	1365601	2	1	677
YCL037C	1368093	1369397	1367246	2	1	678
YCL036W	1369745	1371445	1369397	1	1	679
YCL035C	1371560	1371892	1371445	2	1	680
