IX	47699	47760	1	1	1	11	0	22
IX	68716	69149	1	1	1	119	0	32
IX	99096	99385	2	2	1	84	0	33
IX	127662	128148	1	1	0	21	0	26
IX	155223	155310	1	3	1	4	0	18
IX	159848	159938	0	0	0	9	0	33
IX	231958	232366	2	2	1	31	0	30
IX	256555	257026	2	2	1	208	0	33
IX	316772	317171	1	1	1	114	0	33
IX	348364	348494	2	2	1	11	0	20
MT	18992	20507	0	0	1	212	0	31
MT	20985	21994	0	0	1	18	0	33
MT	22247	23611	0	0	1	79	0	33
MT	25343	26228	2	6	1	44	0	22
MT	36955	37722	2	6	1	63	0	14
MT	37737	39140	0	0	1	64	0	14
MT	39218	40840	0	0	1	120	0	30
MT	41091	42507	0	0	1	82	0	32
MT	42559	43296	0	0	1	132	0	31
MT	60487	60529	2	2	0	7	0	18
MT	60725	61867	0	0	1	1104	0	34
V	122795	122827	0	0	0	10	0	31
V	148195	148282	1	1	1	16	0	33
V	158995	159087	2	2	1	21	0	32
V	166772	166874	2	2	1	32	0	30
V	269752	270148	2	2	1	244	0	34
V	269784	270148	2	2	0	6	0	32
V	306326	306791	1	1	1	88	0	33
V	307747	307848	1	1	1	1	0	21
V	362733	363092	1	1	0	49	0	25
V	396811	397281	1	1	1	638	0	30
V	423591	423951	1	1	0	97	0	33
V	432672	433196	1	1	1	29	0	33
V	447722	447722	0	0	1	1	0	2
V	511583	511720	1	1	0	1	0	27
VI	54378	54686	2	2	1	58	0	26
VI	63860	63973	2	2	1	2	0	32
VI	64600	64920	2	2	1	13	0	24
VI	203293	203386	2	2	1	2	0	29
VI	221268	221414	2	2	1	173	0	30
VI	223441	223771	2	2	0	770	0	27
VII	62132	62189	1	1	1	3	0	6
VII	69062	69113	1	1	0	10	0	26
VII	72989	73137	2	2	1	82	0	30
VII	148599	148966	2	2	0	458	0	31
VII	150184	150525	2	2	0	4	0	16
VII	249887	250086	1	1	1	9	0	22
VII	280058	280129	1	1	0	1	0	15
VII	311016	311526	1	1	1	317	0	34
VII	346809	346893	2	2	1	9	0	21
VII	364965	365432	2	2	1	536	0	34
VII	365527	365985	2	2	1	470	0	34
VII	383486	383580	1	1	0	1	0	12
VII	437942	438397	2	2	0	38	0	26
VII	439094	439323	1	1	1	820	0	33
VII	497366	497458	2	2	1	6	0	21
VII	497938	497999	2	2	1	9	0	34
VII	534474	534785	2	2	0	22	0	22
VII	555831	556307	1	1	1	174	0	33
VII	649669	649727	2	2	0	2	0	22
VII	727039	727357	1	1	1	191	0	34
VII	739194	739911	0	0	0	3	0	33
VII	787787	788178	2	2	0	54	0	23
VII	920665	921119	1	1	1	110	0	32
VIII	33627	33698	2	2	0	1	0	16
VIII	104406	104803	1	1	1	11	0	30
VIII	107832	107894	1	1	1	6	0	30
VIII	116228	116472	1	1	0	2	0	12
VIII	126552	127112	1	1	1	342	0	34
VIII	129529	129647	1	1	1	22	0	25
VIII	148117	148666	2	2	1	260	0	33
VIII	187515	187676	2	2	1	55	0	28
VIII	189750	189850	2	2	1	10	0	25
VIII	255638	255750	2	2	1	21	0	31
VIII	298361	298484	2	2	1	7	0	4
VIII	354865	354955	1	1	1	6	0	6
VIII	382307	382747	2	2	1	466	0	33
VIII	388929	388959	0	0	1	3	0	18
VIII	505248	505516	2	2	1	261	0	33
VIII	548651	548765	1	1	0	7	0	27
X	73797	74204	1	1	1	181	0	31
X	75939	76324	1	1	1	433	0	32
X	91095	91411	1	1	1	122	0	33
X	156790	157249	2	2	1	259	0	33
X	172433	172752	2	2	0	11	0	27
X	365785	365902	1	1	1	20	0	27
X	396494	396570	2	2	1	4	0	33
X	435228	435343	1	1	1	16	0	26
X	608307	608581	1	1	1	491	0	34
X	702799	703054	2	2	1	113	0	33
XI	82999	83074	1	1	1	5	0	34
XI	109578	109883	1	1	1	259	0	33
XI	158616	158966	1	1	1	186	0	30
XI	283096	283421	1	1	1	62	0	30
XI	326864	327433	2	2	0	4	0	23
XI	430456	430596	2	2	1	2	0	29
XI	432035	432432	1	1	1	53	0	30
XI	437838	437905	1	1	1	1	0	7
XI	551681	552002	1	1	1	42	0	34
XI	618375	618742	2	2	1	30	0	28
XI	625902	625976	1	1	1	5	0	20
XII	40222	40400	2	2	1	188	0	33
XII	242322	242680	1	1	1	68	0	33
XII	263206	263594	1	1	1	118	0	33
XII	398533	398626	1	1	1	9	0	15
XII	522670	523028	1	1	1	767	0	28
XII	694383	694472	1	1	1	2	0	13
XII	712726	713155	2	2	1	1270	0	32
XII	766074	766129	2	2	1	2	0	9
XII	795913	796335	2	2	0	57	0	32
XII	819331	819777	1	1	1	181	0	33
XII	855878	856434	1	1	0	11	0	32
XII	856575	857057	1	1	1	67	0	28
XII	898158	898645	1	1	0	120	0	30
XII	931350	931698	2	2	1	100	0	33
XII	1028869	1029252	1	1	1	95	0	32
XIII	23361	23658	2	2	1	14	0	32
XIII	82291	82373	1	1	1	9	0	30
XIII	99260	99375	2	2	1	5	0	31
XIII	123743	124157	2	2	1	90	0	33
XIII	140091	140183	2	2	1	17	0	26
XIII	163309	163716	2	2	1	8	0	29
XIII	223381	223781	2	2	1	324	0	34
XIII	225240	225338	2	2	1	21	0	33
XIII	225892	226289	1	1	1	421	0	31
XIII	236592	236953	1	1	1	5	0	26
XIII	242955	243056	1	5	0	2	0	20
XIII	424998	425153	1	1	1	31	0	33
XIII	499879	500151	2	2	1	45	0	31
XIII	517564	517885	1	1	1	17	0	28
XIII	550802	551203	2	2	1	102	0	33
XIII	551952	552495	1	1	1	102	0	33
XIII	626386	626454	0	0	0	3	0	31
XIII	651161	651623	1	1	1	240	0	33
XIII	721199	721345	2	2	1	2	0	30
XIII	732466	732875	1	1	1	200	0	33
XIII	753743	754219	2	2	1	48	0	29
XIII	854817	854898	1	1	1	1	0	29
XIV	62373	62923	2	2	1	300	0	33
XIV	64019	64450	2	2	1	11	0	32
XIV	185492	185586	1	1	1	20	0	30
XIV	331326	331837	1	1	1	135	0	26
XIV	350958	351053	1	1	1	1	0	14
XIV	380690	380781	2	2	1	31	0	18
XIV	414912	415913	1	1	1	69	0	31
XIV	443827	444171	2	2	1	167	0	33
XIV	494525	494973	2	2	1	136	0	33
XIV	501157	501502	1	1	0	9	0	33
XIV	506200	506256	2	2	0	6	0	29
XIV	534875	534965	2	2	1	12	0	27
XIV	545292	545370	1	1	1	17	0	28
XIV	721771	722302	2	2	1	16	0	14
XV	80361	80774	1	1	1	271	0	34
XV	92441	92830	2	2	1	77	0	30
XV	93844	94290	2	2	1	153	0	33
XV	240948	241025	2	2	1	2	0	20
XV	301133	301162	0	0	1	5	0	18
XV	505938	506338	1	1	1	93	0	34
XV	552666	552874	2	2	1	13	0	31
XV	678380	678790	2	2	1	118	0	31
XV	778860	779386	2	2	1	139	0	33
XV	780121	780277	1	1	1	3	0	21
XV	791685	792015	2	2	0	2	0	20
XV	867150	867586	1	1	1	387	0	34
XV	900768	901193	2	2	1	91	0	27
XV	980719	980751	0	0	1	94	0	32
XV	1028397	1028538	2	2	0	14	0	20
XVI	75986	76223	2	2	1	496	0	34
XVI	96154	96233	2	2	1	6	0	33
XVI	138726	138864	1	1	1	45	0	31
XVI	173163	173571	1	1	1	50	0	33
XVI	173666	174072	1	1	1	54	0	32
XVI	281374	281503	2	2	1	4	0	25
XVI	282141	282665	1	1	1	271	0	34
XVI	305307	305411	1	1	1	19	0	31
XVI	377996	378389	2	2	1	142	0	33
XVI	404957	405457	1	1	1	29	0	28
XVI	406647	407067	1	1	1	209	0	33
XVI	445503	445576	2	2	0	3	0	31
XVI	582559	582701	2	2	1	10	0	27
XVI	623578	623710	1	1	1	4	0	5
XVI	654168	654570	1	1	1	357	0	33
XVI	729386	729481	2	2	1	6	0	11
XVI	795030	795394	1	1	1	262	0	34
XVI	833694	833827	1	1	1	3	0	7
XVI	883388	883486	1	1	1	1	0	22
XVI	911277	911352	1	1	1	134	0	30
