IV	758229	758612	2	2	0	0	3	27
IV	758289	758672	2	2	0	0	1	22
IV	758421	758612	2	2	0	0	3	27
IV	758421	758804	2	2	0	0	3	27
IV	759057	759440	2	2	0	0	1	24
IV	759189	759572	2	2	0	0	3	27
IV	759249	759632	2	2	0	0	1	22
IV	759381	759572	2	2	0	0	3	27
IV	884398	884457	0	0	1	0	1	17
IV	946351	946364	0	0	1	0	11	12
IV	1236843	1237608	1	1	1	3	0	18
IV	1266770	1266861	2	2	1	3	0	14
IV	1307798	1308217	2	2	0	0	1	27
IV	1307882	1308217	2	2	0	0	1	27
IV	1307882	1308301	2	2	0	0	1	27
IV	1307966	1308217	2	2	0	0	1	27
IV	1307966	1308301	2	2	0	0	1	27
IV	1319618	1319697	2	2	1	21	0	23
IV	1319721	1319816	2	2	1	33	0	23
IV	1355237	1355550	2	2	1	54	0	33
IV	1359970	1360404	1	1	1	111	0	31
IV	1401801	1402184	1	1	1	314	3	32
IV	1450458	1450846	2	2	1	674	0	27
IV	1461758	1461801	1	1	0	0	1	28
IV	1461759	1461791	0	0	1	0	1426	33
IX	6258	6468	2	2	0	0	13	34
IX	47699	47760	1	1	1	21	0	23
IX	68716	69149	1	1	1	180	0	32
IX	99096	99385	2	2	1	62	0	29
IX	127662	128148	1	1	0	34	0	31
IX	166435	166519	1	1	1	4	0	3
IX	231958	232366	2	2	1	35	0	32
IX	256555	257026	2	2	1	150	208	32
IX	261690	261815	1	1	0	5	0	30
IX	316772	317171	1	1	1	108	0	32
IX	348364	348494	2	2	1	11	0	11
MT	20072	20504	0	0	0	8	0	31
MT	20985	21994	0	0	1	28	0	26
MT	25343	26228	2	6	1	73	0	33
MT	36955	37722	2	6	1	6	0	14
MT	42559	43296	0	0	1	358	0	34
MT	60725	61867	0	0	1	671	0	34
V	5824	6010	2	2	0	0	13	34
V	117883	117999	0	0	0	7	0	32
V	148195	148282	1	1	1	3	0	21
V	158995	159087	2	2	1	5	0	16
V	166772	166874	2	2	1	21	0	31
V	235791	236138	2	2	0	2	0	20
V	269752	270148	2	2	1	129	208	32
V	306326	306791	1	1	1	74	0	33
V	307747	307848	1	1	1	20	0	30
V	307957	308067	1	1	1	8	0	28
V	362733	363092	1	1	0	23	0	19
V	396811	397281	1	1	1	486	0	31
V	423591	423951	1	1	0	55	0	27
V	432672	433196	1	1	1	11	0	30
VI	54378	54686	2	2	1	50	1	32
VI	63860	63973	2	2	1	6	0	17
VI	64600	64920	2	2	1	1	0	31
VI	75840	76091	0	0	1	9	0	20
VI	92388	92597	2	2	0	0	1	13
VI	92478	92567	2	2	0	1	0	27
VI	101412	101442	0	0	1	2	740	33
VI	157952	157970	0	0	1	0	6	31
VI	167476	167489	0	0	1	0	11	12
VI	191558	191576	0	0	1	0	43	31
VI	210655	210668	0	0	1	0	11	12
VI	221264	221410	2	2	0	1	0	22
VI	221268	221414	2	2	1	106	0	29
VI	223441	223771	2	2	0	432	0	32
VII	72989	73137	2	2	1	16	0	17
VII	115525	115547	0	0	1	0	125	32
VII	148599	148966	2	2	0	282	0	26
VII	158902	158943	1	3	0	0	1	23
VII	167355	167994	1	1	1	7	0	29
VII	205549	205591	2	2	0	0	1	28
VII	205559	205590	0	0	1	0	1426	33
VII	249887	250086	1	1	1	8	0	30
VII	287386	287419	0	0	1	0	53	32
VII	311016	311526	1	1	1	175	0	34
VII	346809	346893	2	2	1	4	0	15
VII	364965	365432	2	2	1	292	0	33
VII	365527	365985	2	2	1	413	0	34
VII	423120	423162	2	2	0	0	1	28
VII	423130	423161	0	0	1	0	1426	33
VII	437942	438397	2	2	0	66	0	32
VII	439094	439323	1	1	1	696	0	33
VII	440752	440770	0	0	1	0	6	31
VII	497938	497999	2	2	1	2	0	34
VII	534474	534785	2	2	0	51	0	33
VII	543639	543721	1	1	1	4	0	22
VII	555831	556307	1	1	1	211	0	33
VII	700989	701011	0	0	1	0	125	32
VII	727039	727357	1	1	1	78	1	27
VII	787787	788178	2	2	0	81	0	32
VII	857421	857463	1	1	0	0	1	28
VII	857422	857453	0	0	1	0	1426	33
VII	859261	859473	2	2	1	8	0	22
VII	878746	878779	0	0	1	0	53	32
VII	920665	921119	1	1	1	50	0	30
VII	1084883	1085093	1	1	0	0	13	34
VIII	104406	104803	1	1	1	19	0	30
VIII	126552	127112	1	1	1	164	0	34
VIII	129529	129647	1	1	1	2	0	10
VIII	148117	148666	2	2	1	189	0	33
VIII	187515	187676	2	2	1	37	1	29
VIII	237884	237902	0	0	1	0	6	31
VIII	298361	298484	2	2	1	7	0	20
VIII	354865	354955	1	1	1	1	0	3
VIII	358514	358532	0	0	1	0	6	31
VIII	382307	382747	2	2	1	431	0	31
VIII	388929	388959	0	0	1	0	725	33
VIII	505248	505516	2	2	1	185	0	33
X	6241	6451	2	2	0	0	13	34
X	50269	50411	2	2	1	9	0	22
X	73797	74204	1	1	1	17	0	31
X	75939	76324	1	1	1	616	0	32
X	91095	91411	1	1	1	46	0	33
X	120850	121008	2	2	0	0	1	20
X	156790	157249	2	2	1	311	0	33
X	172433	172752	2	2	0	15	0	27
X	354283	354296	0	0	1	0	11	12
X	365785	365902	1	1	1	26	0	9
X	387349	387435	2	2	1	5	0	12
X	400238	400291	1	1	0	1	0	27
X	415967	416000	0	0	1	0	53	32
X	435228	435343	1	1	1	2	0	3
X	542992	543005	0	0	1	0	11	12
X	608307	608581	1	1	1	329	0	33
X	617957	617975	0	0	1	0	10	28
X	623663	623734	2	4	0	1	0	26
X	702799	703054	2	2	1	156	0	33
XI	82999	83074	1	1	1	4	0	19
XI	109578	109883	1	1	1	192	0	34
XI	155272	155654	1	1	1	3	0	8
XI	158616	158966	1	1	1	165	0	28
XI	166400	166487	1	1	0	1	0	25
XI	283096	283421	1	1	1	55	0	29
XI	302954	302987	0	0	1	0	53	32
XI	430456	430596	2	2	1	13	0	34
XI	432035	432432	1	1	1	33	0	30
XI	437838	437905	1	1	1	45	0	33
XI	458585	458627	2	2	0	0	1	28
XI	458595	458626	0	0	1	0	1426	33
XI	551681	552002	1	1	1	22	0	34
XI	579002	579024	0	0	1	0	125	32
XI	618375	618742	2	2	1	50	0	28
XI	625902	625976	1	1	1	2	0	8
XII	4919	5123	2	2	0	0	13	34
XII	10454	10658	2	2	0	0	13	34
XII	40222	40400	2	2	1	91	0	33
XII	92584	92614	0	0	1	0	742	33
XII	232631	233105	0	0	0	3	0	33
XII	242322	242680	1	1	1	44	0	32
XII	263206	263594	1	1	1	189	0	33
XII	282972	283037	0	0	0	5	0	30
XII	286468	286556	2	2	1	5	0	9
XII	327259	327399	2	2	1	3	0	33
XII	453578	454010	2	2	0	0	2	16
XII	455182	455413	0	0	1	0	233	9
XII	455455	455553	1	3	0	0	1	18
XII	455476	455534	0	0	0	0	14	31
XII	455572	455932	0	0	1	0	900	9
XII	456542	456583	0	0	0	0	5	31
XII	457395	457719	1	3	0	0	1	13
XII	462715	463147	2	2	0	0	2	16
XII	464319	464550	0	0	1	0	233	9
XII	464592	464690	1	3	0	0	1	18
XII	464613	464671	0	0	0	0	14	31
XII	464709	465069	0	0	1	0	900	9
XII	465679	465720	0	0	0	0	5	31
XII	466532	466856	1	3	0	0	1	13
XII	522670	523028	1	1	1	433	0	28
XII	548678	548763	2	2	1	9	0	30
XII	592563	592581	0	0	1	0	10	28
XII	605336	605395	0	0	1	4	1	30
XII	628411	628454	2	2	0	0	1	28
XII	628421	628453	0	0	1	0	1426	33
XII	712726	713155	2	2	1	779	0	33
XII	732128	732146	0	0	1	0	10	28
XII	744154	744287	1	1	1	4	0	23
XII	766074	766129	2	2	1	1	0	22
XII	789135	789155	2	2	0	0	1	24
XII	795913	796335	2	2	0	29	0	27
XII	819331	819777	1	1	1	138	1	33
XII	856575	857057	1	1	1	67	0	25
XII	875413	875435	0	0	1	0	125	32
XII	898158	898645	1	1	0	152	0	34
XII	931350	931698	2	2	1	54	0	30
XII	1028869	1029252	1	1	1	135	0	32
XIII	4795	4999	2	2	0	0	13	34
XIII	23361	23658	2	2	1	9	0	29
XIII	82291	82373	1	1	1	7	0	28
XIII	123743	124157	2	2	1	107	0	33
XIII	140091	140183	2	2	1	13	0	26
XIII	163309	163716	2	2	1	17	0	28
XIII	168834	168847	0	0	1	0	11	12
XIII	196104	196134	0	0	1	0	722	33
XIII	211445	211570	1	1	1	3	0	9
XIII	223381	223781	2	2	1	142	0	33
XIII	225240	225338	2	2	1	9	0	11
XIII	225892	226289	1	1	1	205	0	29
XIII	236592	236953	1	1	1	11	0	26
XIII	352317	352334	0	0	1	0	6	31
XIII	379339	379372	0	0	1	0	53	32
XIII	424998	425153	1	1	1	17	0	25
XIII	499879	500151	2	2	1	54	0	32
XIII	504923	504965	2	2	0	0	1	28
XIII	504933	504964	0	0	1	0	1426	33
XIII	517564	517885	1	1	1	11	0	31
XIII	550802	551203	2	2	1	74	0	32
XIII	551952	552495	1	1	1	83	0	34
XIII	651161	651623	1	1	1	125	0	33
XIII	721199	721345	2	2	1	7	0	24
XIII	732466	732875	1	1	1	133	1	31
XIII	753743	754219	2	2	1	13	0	31
XIII	837967	837980	0	0	1	0	11	12
XIII	854817	854898	1	1	1	6	0	29
XIII	863810	864051	1	1	0	5	0	29
XIV	5869	6079	2	2	0	0	13	34
XIV	26632	26859	1	1	0	0	1	18
XIV	26746	26859	1	1	0	1	0	15
XIV	48294	48401	1	1	1	3	0	22
XIV	62373	62923	2	2	1	225	0	33
XIV	64019	64450	2	2	1	16	0	28
XIV	145150	145254	2	2	1	9	0	18
XIV	185492	185586	1	1	1	7	0	7
XIV	282553	282673	1	1	0	1	0	32
XIV	331326	331837	1	1	1	118	0	33
XIV	350958	351053	1	1	1	6	0	34
XIV	380690	380781	2	2	1	6	0	29
XIV	414912	415913	1	1	1	23	0	28
XIV	427104	427192	1	1	0	2	0	33
XIV	443034	443076	2	2	0	0	1	28
XIV	443044	443075	0	0	1	0	1426	33
XIV	443827	444171	2	2	1	78	0	32
XIV	494525	494973	2	2	1	103	0	33
XIV	501157	501502	1	1	0	27	0	18
XIV	545292	545370	1	1	1	5	0	11
XIV	547130	547160	0	0	1	0	741	33
XIV	557611	557684	1	1	1	1	0	15
XIV	568151	568181	0	0	1	0	741	33
XIV	622945	623286	1	1	1	8	0	12
XIV	704250	704312	2	2	0	0	1	17
XIV	704250	704333	2	2	0	0	1	17
XIV	704250	704354	2	2	0	0	1	17
XIV	704250	704459	2	2	0	0	1	17
XIV	704313	704480	2	2	0	0	1	27
XIV	704313	704501	2	2	0	0	3	20
XIV	704334	704459	2	2	0	5	6	20
XIV	704355	704459	2	2	0	0	2	20
XIV	721771	722302	2	2	1	22	0	27
XV	30940	31017	2	4	0	1	0	23
XV	80361	80774	1	1	1	192	0	34
XV	92441	92830	2	2	1	80	0	32
XV	93844	94290	2	2	1	121	0	34
XV	274710	274728	0	0	1	0	43	31
XV	288231	288244	0	0	1	0	11	12
XV	301133	301162	0	0	1	0	741	33
XV	438680	438702	0	0	1	0	125	32
XV	441723	441771	1	1	0	2	0	29
XV	460477	460524	2	2	0	2	0	30
XV	464486	464515	0	0	1	0	748	33
XV	505938	506338	1	1	1	42	0	33
XV	552666	552874	2	2	1	19	0	32
XV	678380	678790	2	2	1	181	0	24
XV	722250	722439	0	0	0	18	0	33
XV	778860	779386	2	2	1	111	0	33
XV	780121	780277	1	1	1	40	131	22
XV	867150	867586	1	1	1	245	0	34
XV	900768	901193	2	2	1	63	0	27
XV	980719	980751	0	0	1	109	13	33
XVI	5778	5988	2	2	0	0	13	34
XVI	56205	56238	0	0	1	0	53	32
XVI	75986	76223	2	2	1	199	1	34
XVI	96154	96233	2	2	1	4	0	20
XVI	138726	138864	1	1	1	33	0	33
XVI	173163	173571	1	1	1	22	0	33
XVI	173666	174072	1	1	1	8	0	32
XVI	218647	218746	1	1	1	2	0	29
XVI	281374	281503	2	2	1	26	131	20
XVI	282141	282665	1	1	1	407	0	34
XVI	305307	305411	1	1	1	12	0	17
XVI	377996	378389	2	2	1	86	0	33
XVI	404957	405457	1	1	1	23	0	30
XVI	406647	407067	1	1	1	172	2	33
XVI	492919	493020	2	2	1	5	0	17
XVI	560234	560252	0	0	1	0	6	31
XVI	582559	582701	2	2	1	12	0	20
XVI	622576	622594	0	0	1	0	6	31
XVI	623578	623710	1	1	1	11	0	23
XVI	654168	654570	1	1	1	211	0	33
XVI	677888	677976	0	0	0	8	0	31
XVI	678194	678279	2	2	1	13	0	33
XVI	769243	769265	0	0	1	0	125	32
XVI	795030	795394	1	1	1	179	1	33
XVI	833694	833827	1	1	1	7	0	26
XVI	869157	869234	2	2	0	1	7	18
XVI	911277	911352	1	1	1	122	0	32
XVI	943051	943261	1	1	0	0	13	34
